"Cube Title","Product Id","CANSIM Id",URL,"Cube Notes","Archive Status",Frequency,"Start Reference Period","End Reference Period","Total number of dimensions"
"Air passenger traffic at Canadian airports, annual","23100253","401-0044","https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=2310025301",,"CURRENT - a cube available to the public and that is current","Annual","2008-01-01","2024-01-01","2",

"Dimension ID","Dimension name","Dimension Notes","Dimension Definitions"
"1","Geography",,""
"2","Air passenger traffic",,""

"Dimension ID","Member Name","Classification Code","Member ID","Parent Member ID",Terminated,"Member Notes","Member Definitions"
"1","Courtenay Airpark, British Columbia","","5455","110000","",,
"1","Ahousat, British Columbia","","5473","110000","",,
"1","Homathko River, British Columbia","","5493","110000","",,
"1","Knight Inlet, British Columbia","","5500","110000","",,
"1","Savary Island, British Columbia","","5519","110000","",,
"1","Sechelt (Water), British Columbia","","5522","110000","",,
"1","Snout Point, British Columbia","","5523","110000","",,
"1","Stewardson Inlet, British Columbia","","5529","110000","",,
"1","Simoom Sound, British Columbia","","5552","110000","",,
"1","Tumbler Ridge, British Columbia","","5554","110000","",,
"1","Valemount, British Columbia","","5574","110000","",,
"1","Green Point Rapids, British Columbia","","5585","110000","",,
"1","Lagoon Cove, British Columbia","","5587","110000","",,
"1","Revelstoke, British Columbia","","5601","110000","",,
"1","Trail, British Columbia","","5609","110000","",,
"1","Golden, British Columbia","","5620","110000","",,
"1","Kyuquot, British Columbia","","4203","110000","",,
"1","Bella Bella/Denny Island, British Columbia","","4205","110000","",,
"1","Grand Forks, British Columbia","","4214","110000","",,
"1","Minstrel Island, British Columbia","","4221","110000","",,
"1","Masset, British Columbia","","4222","110000","",,
"1","Port McNeill, British Columbia","","4225","110000","",,
"1","Vancouver Harbour, British Columbia","","4238","110000","",,
"1","Nanaimo/Harbour, British Columbia","","4257","110000","",,
"1","Alert Bay, British Columbia","","4258","110000","",,
"1","Chetwynd, British Columbia","","4760","110000","",,
"1","Delta, British Columbia","","4761","110000","",,
"1","Anahim Lake, British Columbia","","4800","110000","",,
"1","Bedwell Harbour, British Columbia","","5155","110000","",,
"1","Big Bay, British Columbia","","5156","110000","",,
"1","Blind Channel, British Columbia","","5158","110000","",,
"1","Chilliwack, British Columbia","","5162","110000","",,
"1","Cortes Bay, British Columbia","","5163","110000","",,
"1","Creston/Art Sutcliffe Field, British Columbia","","5164","110000","",,
"1","Egmont, British Columbia","","5167","110000","",,
"1","Ganges (Water), British Columbia","","5173","110000","",,
"1","Gilford Island/Health Bay, British Columbia","","5175","110000","",,
"1","Hartley Bay, British Columbia","","5176","110000","",,
"1","Kitkatla, British Columbia","","5181","110000","",,
"1","Mansons Landing, British Columbia","","5185","110000","",,
"1","Pender Harbour, British Columbia","","5195","110000","",,
"1","Port Simpson, British Columbia","","5200","110000","",,
"1","Puntzi Mountain, British Columbia","","5202","110000","",,
"1","Sechelt-Gibsons, British Columbia","","5207","110000","",,
"1","Nelson, British Columbia","","189","110000","",,
"1","Bella Coola, British Columbia","","4080","110000","",,
"1","Queen Charlotte Island, British Columbia","","4081","110000","",,
"1","Fort St John, British Columbia","","36","110000","",,
"1","Squamish, British Columbia","","5638","110000","",,
"1","Pemberton, British Columbia","","5659","110000","",,
"1","Fairmont Hot Springs, British Columbia","","5662","110000","",,
"1","One Hundred Eight Mile, British Columbia","","5677","110000","",,
"1","Fort Ware, British Columbia","","5679","110000","",,
"1","Prince Rupert/Seal Cove, British Columbia","","5685","110000","",,
"1","Mid Coast, British Columbia","","6048","110000","",,
"1","Nootka Sound, British Columbia","","6068","110000","",,
"1","Tsay Keh, British Columbia","","6171","110000","",,
"1","Fort St James/Perison, British Columbia","","6175","110000","",,
"1","Silva Bay, British Columbia","","6196","110000","",,
"1","Telegraph Harbour, British Columbia","","6197","110000","",,
"1","Hardy Island, British Columbia","","6253","110000","",,
"1","Narrows, British Columbia","","6255","110000","",,
"1","Decourcy Island, British Columbia","","6270","110000","",,
"1","Desolation Sound, British Columbia","","6290","110000","",,
"1","Blue River, British Columbia","","6308","110000","",,
"1","Princess Louisa Inlet, Bristish Columbia","","24356","110000","",,
"1","Howe Sound, British Columbia","","24357","110000","",,
"1","Horseshoe Bay, British Columbia","","24358","110000","",,
"1","Fort Grahame, British Columbia","","24366","110000","",,
"1","Clayoquot Wilderness Resort, British Columbia","","24367","110000","",,
"1","Whitehorse/Cousins, Yukon","","23983","111000","",,
"1","Dawson, Yukon","","70","111000","",,
"1","Old Crow, Yukon","","82","111000","",,
"1","Mayo, Yukon","","95","111000","",,
"1","Watson Lake, Yukon","","150","111000","",,
"1","Whitehorse/Erik Nielsen International, Yukon","","155","111000","",,
"1","Inuvik/Mike Zubko, Northwest Territories","","17","112000","",,
"1","Hay River, Northwest Territories","","20","112000","",,
"1","Kasba Lake, Northwest Territories","","6362","112000","",,
"1","Rae/Edzo, Northwest Territories","","23980","112000","",,
"1","Colomac, Northwest Territories","","23996","112000","",,
"1","Snare River, Northwest Territories","","24042","112000","",,
"1","Snap Lake, Northwest Territories","","24090","112000","",,
"1","Tundra Mine/Salamita Mine, Northwest Territories","","24381","112000","",,
"1","Bullmoose Lake, Northwest Territories","","24621","112000","",,
"1","Lockhart Lake, Northwest Territories","","24625","112000","",,
"1","Lac de Gras, Northwest Territories","","24631","112000","",,
"1","Sparks Lake Lodge, Northwest Territories","","24632","112000","",,
"1","Colville Lake, Northwest Territories","","4142","112000","",,
"1","Fort Good Hope, Northwest Territories","","5024","112000","",,
"1","Fort Liard, Northwest Territories","","5027","112000","",,
"1","Fort Resolution, Northwest Territories","","5028","112000","",,
"1","Déline, Northwest Territories","","5093","112000","",,
"1","Tulita, Northwest Territories","","5094","112000","",,
"1","Lutselk'e, Northwest Territories","","5209","112000","",,
"1","Fort McPherson, Northwest Territories","","44","112000","",,
"1","Norman Wells, Northwest Territories","","78","112000","",,
"1","Cape Young, Northwest Territories","","110","112000","",,
"1","Sachs Harbour, Northwest Territories","","134","112000","",,
"1","Tuktoyaktuk, Northwest Territories","","164","112000","",,
"1","Wrigley, Northwest Territories","","167","112000","",,
"1","Aston Bay, Northwest Territories","","24638","112000","",,
"1","Trout Lake, Northwest Territories","","5413","112000","",,
"1","Jean Marie River, Northwest Territories","","5414","112000","",,
"1","Nahanni Butte, Northwest Territories","","5415","112000","",,
"1","Wekweèti, Northwest Territories","","5421","112000","",,
"1","Paulatuk, Northwest Territories","","4771","112000","",,
"1","Whati, Northwest Territories","","5182","112000","",,
"1","Gamèti/Rae Lakes, Northwest Territories","","5203","112000","",,
"1","Yellowknife, Northwest Territories","","187","112000","",,
"1","Aklavik, Northwest Territories","","4085","112000","",,
"1","Fort Simpson, Northwest Territories","","33","112000","",,
"1","Ulukhakot/Holman, Northwest Territories","","34","112000","",,
"1","Fort Smith, Northwest Territories","","35","112000","",,
"1","Taltson River, Northwest Territories","","6131","112000","",,
"1","Taltheilei Narrows, Northwest Territories","","6257","112000","",,
"1","Great Bear Lake, Northwest Territories","","6258","112000","",,
"1","Ekati, Northwest Territories","","6272","112000","",,
"1","Diavik, Northwest Territories","","6298","112000","",,
"1","Gahcho Kue Aerodrome, Northwest Territories","","24263","112000","",,
"1","Franklin Bay, Northwest Territories","","24368","112000","",,
"1","Qikiqtarjuaq, Nunavut","","3","113000","",,
"1","Baker Lake, Nunavut","","4","113000","",,
"1","Cambridge Bay, Nunavut","","14","113000","",,
"1","Hall Beach, Nunavut","","22","113000","",,
"1","Resolution Island, Nunavut","","23912","113000","",,
"1","Meadowbank, Nunavut","","24237","113000","",,
"1","Arctic Watch Lodge, Nunavut","","24374","113000","",,
"1","Mary River, Nunavut","","24375","113000","",,
"1","Hope Bay, Nunavut","","24378","113000","",,
"1","May Inlet, Nunavut","","24424","113000","",,
"1","Isachen, Nunavut","","24425","113000","",,
"1","Elu Inlet, Nunavut","","24427","113000","",,
"1","Bridport Inlet, Nunavut","","24428","113000","",,
"1","Baffin Island Central South, Nunavut","","24430","113000","",,
"1","Agassiz Ice Cap, Nunavut","","24431","113000","",,
"1","Grant Point, Nunavut","","24432","113000","",,
"1","Lougheed Island, Nunavut","","24433","113000","",,
"1","Steacie Ice Cap, Nunavut","","24434","113000","",,
"1","Meighen Island, Nunavut","","24435","113000","",,
"1","Cresswell Bay, Nunavut","","24623","113000","",,
"1","Bathurst Inlet Marine Laydown Area, Nunavut","","24624","113000","",,
"1","Ennadai Lake, Nunavut","","24626","113000","",,
"1","Jericho Diamond Mine, Nunavut","","24627","113000","",,
"1","Ferguson Lake, Nunavut","","24630","113000","",,
"1","Alert, Nunavut","","4127","113000","",,
"1","Chesterfield Inlet, Nunavut","","4149","113000","",,
"1","Gjoa Haven, Nunavut","","5031","113000","",,
"1","Grise Fiord, Nunavut","","5034","113000","",,
"1","Igloolik, Nunavut","","5038","113000","",,
"1","Kimmirut, Nunavut","","5045","113000","",,
"1","Eureka, Nunavut","","5080","113000","",,
"1","Arviat, Nunavut","","46","113000","",,
"1","Clyde River, Nunavut","","58","113000","",,
"1","Kugluktuk, Nunavut","","66","113000","",,
"1","Coral Harbour, Nunavut","","67","113000","",,
"1","Kugaaruk, Nunavut","","74","113000","",,
"1","Pangnirtung, Nunavut","","77","113000","",,
"1","Cape Dorset, Nunavut","","106","113000","",,
"1","Taloyoak, Nunavut","","124","113000","",,
"1","Naujaat/Repulse Bay, Nunavut","","137","113000","",,
"1","Resolute Bay, Nunavut","","138","113000","",,
"1","Rankin Inlet, Nunavut","","144","113000","",,
"1","Pond Inlet, Nunavut","","159","113000","",,
"1","Nanisivik, Nunavut","","176","113000","",,
"1","Angilak (Camp Nutaag), Nunavut","","24640","113000","",,
"1","Sommerset Island North, Nunavut","","24641","113000","",,
"1","Sommerset Island Central, Nunavut","","24642","113000","",,
"1","Gladman Point, Nunavut","","5610","113000","",,
"1","Lupin, Nunavut","","5636","113000","",,
"1","Sanikiluaq, Nunavut","","4236","113000","",,
"1","Arctic Bay, Nunavut","","4801","113000","",,
"1","Little Cornwallis Island, Nunavut","","191","113000","",,
"1","Whale Cove, Nunavut","","4099","113000","",,
"1","Iqaluit, Nunavut","","38","113000","",,
"1","Devon Ice Cap, Nunavut","","24281","113000","",,
"1","Goose Lake, Nunavut","","24333","113000","",,
"1","Nettilling Lake, Nunavut","","24359","113000","",,
"1","Shepherd Bay, Nunavut","","24360","113000","",,
"1","Hall Peninsula, Nunavut","","24361","113000","",,
"1","Ward Hunt Island, Nunavut","","24362","113000","",,
"1","Wellington Bay, Nunavut","","24363","113000","",,
"1","Dewar Lakes, Nunavut","","24364","113000","",,
"1","Perry River, Nunavut","","24365","113000","",,
"1","Melville Island East, Nunavut","","24369","113000","",,
"1","Radstock Bay, Nunavut","","24370","113000","",,
"1","Bathurst Island South, Nunavut","","24371","113000","",,
"1","Longstaff Bluff, Nunavut","","24373","113000","",,
"1","Canada","[11124]","100000","","",,
"2","Passengers enplaned","","2","1","",,
"2","Passengers deplaned","","3","1","",,
"2","Domestic sector","","5","4","",,
"2","Transborder sector","","6","4","",,
"2","Other International sector","","7","4","",,
"2","Total, passengers enplaned and deplaned","","1","","",,
"2","Total, passenger sector","","4","","",,
"2","Passenger flights","","8","","",,

Symbol Legend
Description,Symbol
"not available for a specific reference period","..",
"less than the limit of detection","<LOD",
"value rounded to 0 (zero) where there is a meaningful distinction between true zero and the value that was rounded","0s",
"data quality: excellent","A",
"data quality: very good","B",
"data quality: good","C",
"data quality: acceptable","D",
"use with caution","E",
"too unreliable to be published","F",
"not applicable","...",
"preliminary","p",
"revised","r",
"suppressed to meet the confidentiality requirements of the Statistics Act","x",
"terminated","t",

"Survey Code","Survey Name"
"2701","Airport Activity Survey"
"2704","Coupon Passenger Origin and Destination Report - Other Unit Toll Services"
"2705","Air Charter Statistics"

"Subject Code","Subject Name"
"23","Transportation"

"Note ID",Note

"Correction ID","Correction Date","Correction Note"
